流水號,課程名稱,授課老師,課程大綱
64154,環境與職業衛生專題,蔡詩偉,"|**課程資訊**        課程名稱| 環境與職業衛生專題  Seminar on Environmental and Occupational Health  |    開課學期| 108-1    授課對象| 公共衛生學院  公共衛生碩士學位學程    授課教師| [蔡詩偉](teacher.php?op=s2&td=852006)    課號| MPH7002    課程識別碼| 847 M0050    班次|    學分| 2.0    全/半年| 半年    必/選修| 必修    上課時間| 星期四6,7(13:20~15:10)    上課地點|    備註| MPH環境與職業醫學領域必修。每週四6,7節，公衛201講堂。上課時間與地點請洽環職所辦公室。  總人數上限：30人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=847M&cou_code=847M0050)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|The course is required for all M.S. students in Environmental Health Sciences.This course will expose students to a wide array of topics in theenvironmental health sciences through various seminars provided by experts intheir respective fields. In addition, this course provides training in thepublic presentation of scientific material as well as the opportunity forstudents to perfect their skills in this area. In addition, faculty, andinvited speakers will attend and make presentations, which will fosterinteractions in an intellectual, scientific setting.    課程目標| Students will learn how to present a professional quality research seminar.The purpose of the course is several fold: to serve as a practice ground forgiving seminars to scientists; to learn how to prepare for seminars; topresent a student’s current research, or a topic of interest; to increaseinteractions between students, and faculty; and to provide a sounding boardfor ideas and problems related to students’ thesis research.    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
87585,專題研究,林宗男,"|**課程資訊**        課程名稱| 專題研究  Special Project  |    開課學期| 108-1    授課對象| 資料科學學位學程    授課教師| [林宗男](teacher.php?op=s2&td=901147)    課號| Data7002    課程識別碼| 946 M0020    班次| 11    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間|    上課地點|    備註| 限碩士班以上 且 限本系所學生(含輔系、雙修生)  總人數上限：20人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=946M&cou_code=946M0020)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|待補。    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
58593,當代化學導讀,邱靜雯,"|**課程資訊**        課程名稱| 當代化學導讀  Literature on Chemistry (M.S.)  |    開課學期| 108-1    授課對象| 化學所化學組    授課教師| [邱靜雯](teacher.php?op=s2&td=203134)    課號| Chem7002    課程識別碼| 223 M0090    班次| 39    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間| 星期五8,9(15:30~17:20)    上課地點|    備註| 限碩士班以上 且 限本系所學生(含輔系、雙修生)  總人數上限：8人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=223M&cou_code=223M0090)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|The main purpose of this course is to provide students an opportunity to getacquainted with reading current literature in chemical biology. Emphasis willbe placed on gathering the necessary background knowledge, presenting theliterature, and providing independent constructive criticism (in a nice way).    課程目標| The main purpose of this course is to provide students an opportunity to getacquainted with reading current literature in chemical biology. Emphasis willbe placed on gathering the necessary background knowledge, presenting theliterature, and providing independent constructive criticism (in a nice way).    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
68589,專題研究上,張雅君,"|**課程資訊**        課程名稱| 專題研究上  Direct Research (1)  |    開課學期| 108-1    授課對象| 植物病理與微生物學系    授課教師| [張雅君](teacher.php?op=s2&td=613011)    課號| PPM5009    課程識別碼| 633 U0361    班次| 04    學分| 2.0    全/半年| 全年    必/選修| 選修    上課時間|    上課地點|    備註| 總人數上限：10人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|本課程包括實驗操作、器材準備、植栽管理、病原菌分離、單孢分離、真菌培養、細菌分離培養及鑑定等植物病理研究有關之實習。    課程目標| 本課程期能訓練學生植物病理研究之基本操作，使學生由實作體驗瞭解植微系之研究工作，幫助學生選擇未來之方向。    課程要求| 在實驗室參與及協助研究工作之時間至少四十小時。    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
27166,專題討論,劉啟德,"|**課程資訊**        課程名稱| 專題討論  Seminar  |    開課學期| 108-1    授課對象| 生物科技研究所    授課教師| [劉啟德](teacher.php?op=s2&td=642009)    課號| Biot7016    課程識別碼| 642 M0170    班次| 08    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間| 星期二7,8(14:20~16:20)    上課地點|    備註| 本課程以英語授課。上課地點：生技中心R214。  限碩士班以上  總人數上限：10人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=642D&cou_code=642M0170)"
74971,書報討論,何藴芳,"|**課程資訊**        課程名稱| 書報討論  Seminar  |    開課學期| 108-1    授課對象| 藥學研究所    授課教師| [何藴芳](teacher.php?op=s2&td=451006)    課號| PHARM7002    課程識別碼| 423 M0040    班次| 02    學分| 1.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 與楊雅雯合授  總人數上限：10人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=423M&cou_code=423M0040)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|定期討論期刊論文    課程目標| 藉由期刊論文的討論，學習評估醫藥文獻的方法、科學研究的  設計，並從而獲取新知。    課程要求|    Office Hours|    參考書目| 醫藥研究文獻    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
11990,學士專題研究乙,何國川,"|**課程資訊**        課程名稱| 學士專題研究乙  Special Project (b.s.) (b)  |    開課學期| 108-1    授課對象| 化學工程學系    授課教師| [何國川](teacher.php?op=s2&td=504059)    課號| ChemE4001    課程識別碼| 504 400B0    班次| 17    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 選課前請先與授課教師洽談  限學士班四年級以上  總人數上限：10人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=5040&cou_code=504400B0)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|後補    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
28736,南管音樂欣賞與實習一,王心心,"|**課程資訊**        課程名稱| 南管音樂欣賞與實習一  Nanguan Music：appreciation and Practice(Ⅰ)  |    開課學期| 108-1    授課對象|    授課教師| [王心心](teacher.php?op=s2&td=144009)    課號| Music3005    課程識別碼| 144 30600    班次|    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期二3,4(10:20~12:10)    上課地點|    備註| 普506教室授課。A1:文學與藝術  總人數上限：20人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=144M&cou_code=14430600)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|南管是臺灣的古典音樂，唱腔細膩，曲風典雅，其淵源大約可以上溯唐宋。《晉書．樂志》曰：「絲竹更相和，執節者歌。」仿彿南管「上四管」琵琶、三弦、二弦與洞簫宛轉相和，執拍板曼聲長歌的寫照。唐人「絲抹將來」、「絲先竹後」的演奏習慣、〈韓熙載夜宴圖〉中琵琶伎橫抱琵琶，左手大指反扣的指法，亦均可見於今日南管演奏之中。凡此史料，均足以證明南管之歷史悠久，為臺灣傳統音樂中的瑰寶。    課程目標| 〈南管音樂欣賞及實習〉課程，是一門欣賞南管的入門課程，藉以使非音樂科系學生領略南管之美，亦為臺大同學開啟接觸臺灣傳統音樂的門徑。    課程要求| 為了授課方便，〈南管音樂欣賞及實習〉的選修人數上限為二十人，學生必須具有若干音樂基礎，本學期課程主要包括以下四階段：  一、 樂曲欣賞：  教師選擇若干南管樂曲，引領同學欣賞，並藉以說明分析南管的表演方式──上四管、下四管；南管樂曲的基本類別──指、譜、曲；南管樂曲的基本拍法──七撩拍、三撩拍……等。教師並以實際演唱資料，分析比較泉州唱法、廈法唱法，與臺灣唱法的異同。  二、 曲牌與識譜：  同學須學習辨識南管的工尺譜，教師將概略教授南管的四種調式──五空管、四空管等……，由此，同學將聆賞分析若干南管重要的曲牌。  三、 樂器練習與演奏：  教師將分別指導同學認識南管各種樂器的特徵，並學習演奏樂器，進而練習樂曲。實際練習曲目視同學程度而定，預計約有四首。  四、 期末將舉行小型音樂會，驗收學習成果。    Office Hours|    參考書目| 一、 樂曲欣賞：  唱腔研究：流派、發聲法、咬字、作韻  必讀：王、劉1989（上篇第七章），蔡郁琳1996、林淑玲1987、簡巧珍1987， 呂錘寬1988  參考：Wang Yingfen 1986，陳士奇1992，孫樹文1982，王振權1981，王建設 1992    二、 曲牌與識譜：  譜：樂曲分析、與弦索十三套的關係、與唐宋大曲的關係  必讀：呂錘寬1982a、1987，葉娜1985，王嘉寶1986，孫星群1996（第二、六章），黃振南1995，李國俊1994（第十二章），Lieberman 1971  參考：周暢1989，江吼1991b    三、 樂器練習與演奏：  指、曲、套曲：滾門曲牌、本事、歷史、樂曲分析、宮調分析、創新  滾門：王櫻芬1986、1992、1994、1998、1999，王、劉1989（上篇第一、二、五章）、卓聖翔、林素梅1999，王愛群1986，簡巧珍1994，劉春曙n.d.， 呂錘寬1987    四、 專書：  （台灣）呂錘寬1982、1986a、1986b、1987，李國俊1994，卓聖翔、林素梅1999，  吳素霞1999  （大陸）陳冰機1985，泉州南音藝術1988，王耀華、劉春曙1989，孫星群1996    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
40538,離散數學,陳和麟,"|**課程資訊**        課程名稱| 離散數學  Discrete Mathematics  |    開課學期| 108-1    授課對象| 電機資訊學院  電機工程學系    授課教師| [陳和麟](teacher.php?op=s2&td=901177)    課號| EE2008    課程識別碼| 901 21100    班次|    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期一3,4(10:20~12:10)    上課地點| 明達205    備註| 本課程以英語授課。  總人數上限：190人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081EE2008_dm>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=9010&cou_code=90121100)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|.    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
15545,高級組織病理診斷學三,張玉芳,"|**課程資訊**        課程名稱| 高級組織病理診斷學三  Advanced Diagnostic Histopathology (Ⅲ)  |    開課學期| 108-1    授課對象| 醫學院  臨床牙醫學研究所    授課教師| [張玉芳](teacher.php?op=s2&td=402089)    課號| CDent8008    課程識別碼| 422 D1130    班次|    學分| 1.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 與王逸平合授  總人數上限：10人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=422D&cou_code=422D1130)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|高級組織病理診斷學一  利用臨床及病理對照，學習各種口腔顎顏面相關疾病的臨床及病理特徵    課程目標| 1\. 使修課同學了解各種口腔顎顏面相關疾病之組織病理特徵  2\. 使修課同學具備組織病理診斷判讀能力    課程要求| 1\. 出席    Office Hours|    參考書目| 待補    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||    第2週|   | Epithelial tumor-1    第3週|   | Epithelial tumor-2    第4週|   | Epithelial tumor-3    第5週|   | 國慶日停課    第6週|   | Odontogenic cyst-1    第7週|   | Odontogenic cyst-2    第8週|   | Odontogenic cyst-3    第9週|   | Odontogenic tumor-1    第10週|   | Odontogenic tumor-2    第11週|   | Odontogenic tumor-3    第12週|   | Bone pathology-1    第13週|   | Bon3 pathology-2    第14週|   | Salivary gland lesion-1    第15週|   | Salivary gland lesion-2    第16週|   | Salivary gland lesion-3    第17週|   | 元旦停課"
17259,化工熱力學,陳立仁,"|**課程資訊**        課程名稱| 化工熱力學  Chemical Engineering Thermodynamics  |    開課學期| 108-1    授課對象| 化學工程學系    授課教師| [陳立仁](teacher.php?op=s2&td=504051)    課號| ChemE3019    課程識別碼| 504 31300    班次| 01    學分| 3.0    全/半年| 半年    必/選修| 必修    上課時間| 星期一3,4(10:20~12:10)星期四2(9:10~10:00)    上課地點| 普405普202    備註| 本系同學儘量在初選階段選定本課程。  限本系所學生(含輔系、雙修生)  總人數上限：60人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|課程大綱  1\. Introduction  2\. Basic laws of thermodynamics  The first law of thermodynamics  The second law of thermodynamics  Fundamental equations  Applications  3\. The behavior of pure fluids  PVT behavior  Phase diagrams of pure fluids  Equations of state  Residual properties  4\. Equilibrium and stability  5\. Thermodynamics of mixtures  Fugacity and fugacity coefficient  Partial molar property  Property change on mixing  Ideal solution  Excess property  Activity and activity coefficient  6\. Phase equilibrium  Phase diagrams of mixtures  Vapor-liquid equilibrium  Activity coefficient model    課程目標| 1.了解熱力學三大定律以及其應用  2.了解狀態方程式以及熱力學性質之計算方法  3.了解平衡與穩定的概念  4.了解單成份系統的相行為與相圖  5.了解多成份系統的熱力學性質  6.了解多成份系統的相平衡與相圖    課程要求| 待補    Office Hours|    參考書目| 待補    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
96124,遊憩資源管理與環境教育,李晶,"|**課程資訊**        課程名稱| 遊憩資源管理與環境教育  Recreational Management and Environmental Education  |    開課學期| 108-1    授課對象| 國立臺灣師範大學    授課教師| [李晶](teacher.php?op=s2&td=000001)    課號| TA10420313    課程識別碼| TASRM0035    班次| 52    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四6,7,8(13:20~16:20)    上課地點| 本部 綜604    備註| 臺師大校際課程。課程性質：碩士班。限修學制：大三以上、碩、博  限學士班三年級以上  總人數上限：10人  課程大綱|[http://courseap.itc.ntnu.edu.tw/acadmOpenCourse/SyllabusCtrl?year=108&term;=1&courseCode;=SRM0035&courseGroup;=&deptCode;=AM31&formS;=2&classes1;=&deptGroup;="
42133,心理學數理方法,徐永豐,"|**課程資訊**        課程名稱| 心理學數理方法  Mathematical Methods in Psychology  |    開課學期| 108-1    授課對象| 理學院  心理學研究所    授課教師| [徐永豐](teacher.php?op=s2&td=207088)    課號| Psy5310    課程識別碼| 227 U2270    班次|    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期三3,4(10:20~12:10)    上課地點| 南館S409    備註| 總人數上限：10人  課程大綱| 目前無該大綱資料！"
15980,生物海洋學,謝志豪,"|**課程資訊**        課程名稱| 生物海洋學  Biological Oceanography  |    開課學期| 108-1    授課對象| 生命科學院  漁業科學研究所    授課教師| [謝志豪](teacher.php?op=s2&td=241055)    課號| Ocean5051    課程識別碼| 241 U1910    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期二2,3,4(9:10~12:10)    上課地點| 海研231    備註| 本課程以英語授課。與夏復國合授  總人數上限：25人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081Ocean5051_BO>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=241M&cou_code=241U1910)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|This is an introductory course intended for undergraduate and graduatestudents with knowledge of basic ecology. The focus will be on OCEANOGRAPHY,with investigation on interactive biological, chemical, and physical processesin the ocean. The purposes are to give an overview of biological ocean science(a wide rather than deep view) and to provide basic information and trainingfor graduate research. The discussion will range from physical effects on thebiology to biological effects on biogeochemical cycling; the spatial scalewill range from individual organisms (e.g. viscosity and turbulences onplankton feeding and nutrient uptake) to ecosystem (e.g. remote sensing andcirculation modeling); the organism will range from virus to whales.    課程目標| Students will gain knowledge of biological oceanography    課程要求| 1\. Participate the course and discussion.  2\. Prepare a good oral presentation.    Office Hours| 另約時間    參考書目| Biological Oceanography. Blackwell Science Ltd, Oxford, U.K., 402 pp.    指定閱讀| handout will be provided    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | midterm exam  |30%| A list of research topics named “Marine Ecology in the Cutting Edge” will beprovided. Biological oceanography is a multidisciplinary science, and we needto learn what other fields can help us to understand our ocean. For example,how engineer help design sampling devices that are useful in collectingbiological data. Each student is required to pick a topic from the list andgive a presentation on that topic. Suitable references will be provided. Seethe list below.    2. | final exam  |30%|    3. | Oral presentation  |40%|      **課程進度**        週次|日期|單元主題    ||    Week 1| 9/10  | Discussion on how to prepare final presentation & Introduction tooceanography    Week 2| 9/17  | The major taxa of marine planktoners    Week 3| 9/24  | Vertical mixing and the spring (phytoplankton) bloom    Week 4| 10/1  | Nutrient cycling: new vs. regenerated production (f-ratio)    Week 5| 10/8  | The ocean carbon cycle and the biological pump    Week 6| 10/15  | Particle sedimentation & dissolved organic fluxes    Week 7| 10/22  | Primary production    Week 8| 10/29  | Marine zooplankton and their life styles    Week 9| 11/5  | Midterm exam    Week 10| 11/12  | Ocean instruments    Week 11| 11/19  | Foodweb dynamics and microbial loop    Week 12| 11/26  | Remote sensing    Week 13| 12/3  | Secondary production    Week 14| 12/10  | Population dynamics    Week 15| 12/17  | Coupled biological/physical modeling    Week 16| 12/24  | Fisheries oceanography    Week 17| 12/31  | Global climate change    Week 18| 1/7  | Final exam"
96521,臺灣庶民生活史,陳世榮,"|**課程資訊**        課程名稱| 臺灣庶民生活史  The History of Taiwanese Civil Life  |    開課學期| 108-1    授課對象| 國立臺灣科技大學    授課教師| [陳世榮](teacher.php?op=s2&td=000001)    課號| TB10510041    課程識別碼| TBGE37273    班次| 01    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期三6,7(13:20~15:10)    上課地點| TR-510    備註| 臺科大校際課程。課程性質：學士班。限51人  總人數上限：2人  課程大綱|[http://info.ntust.edu.tw/faith/edua/app/qry_linkoutline.aspx?semester=1081&courseno;=GE3727301"
14644,俄文三上,索奧加,"|**課程資訊**        課程名稱| 俄文三上  Russian (Ⅲ)(1)  |    開課學期| 108-1    授課對象| 文學院  外國語文學系    授課教師| [索奧加](teacher.php?op=s2&td=102395)    課號| FL4145    課程識別碼| 102 42431    班次|    學分| 3.0    全/半年| 全年    必/選修| 選修    上課時間| 星期四2,3,4(9:10~12:10)    上課地點| 共208    備註| 全程以俄文授課。  總人數上限：14人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=1020&cou_code=10242431)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|The course is aimed at training skills to create long monological statementson topical political issues and debates on these issues.    課程目標| 1\. Development of perception and interpretation of actual informationsskills.  2\. Development of students communicative skills during debates on topicalissues.  3\. Vocabulary expansion  4\. Expansion of productive syntactic models  5\. Development of skills using language means due to conditions ofcommunication    課程要求| Students wanting to take this course should at least finish taking Russian Ito be able to understand the course    Office Hours|    參考書目| 待補    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||"
66912,高級口腔生物學專題討論,侯欣翰,"|**課程資訊**        課程名稱| 高級口腔生物學專題討論  Seminar in Advanced Oral Biology  |    開課學期| 108-1    授課對象| 醫學院  口腔生物科學研究所    授課教師| [侯欣翰](teacher.php?op=s2&td=450010)    課號| OraBio8060    課程識別碼| 450 D0600    班次|    學分| 2.0    全/半年| 半年    必/選修| 必修    上課時間| 星期一C,D(20:15~22:00)    上課地點|    備註| 上課地點:牙科大樓4樓403教室與李伯訓、陳信銘、樓國隆、張百恩、周涵怡合授  總人數上限：40人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=450D&cou_code=450D0600)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|本課程教導學生歸納分析、獨立思辨及學術表達與閱讀之能力。每學期每位修課學生皆繳交且須報告兩次，並提出其研究計畫。除了口頭報告外，尚須繳交書面報告，於課堂上參與討論及發言情形，也列入學期成績評量之項目。    課程目標| 1.增強學生對於科學文章歸納整理及思辯批判能力。  2.訓練報告者演講技巧、口語表達方法、研究邏輯思考能力及簡報內容設計與摘要的撰寫。    課程要求| 教導學生歸納分析、獨立思辨及學術表達之能力。每學期每位修課學生皆繳交須報告兩次，並提出其研究計畫。除了口頭報告外，尚須繳交書面報告，於課堂上參與討論及發言情形， 也列入學期成績評量之項目。  本學期每位博士生至少報告2次，每人每次報告40分鐘。    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
49786,公共衛生實習,張靜文,|**課程資訊**        課程名稱| 公共衛生實習  Field Practice in Public Health  |    開課學期| 108-1    授課對象| 公共衛生學系    授課教師| [張靜文](teacher.php?op=s2&td=852009)    課號| PH4009    課程識別碼| 801 40800    班次| 16    學分| 4.0    全/半年| 半年    必/選修| 必修    上課時間|    上課地點|    備註| 實習課程。限已完成108年暑期公共衛生實習者選課。  總人數上限：1人  課程大綱| 目前無該大綱資料！
72010,分子與細胞生物學導論,陳培哲,"|**課程資訊**        課程名稱| 分子與細胞生物學導論  Molecular Cell Biology  |    開課學期| 108-1    授課對象| 醫學院  臨床醫學研究所 臨床醫學研究組    授課教師| [陳培哲](teacher.php?op=s2&td=421003)    課號| ClinMD7006    課程識別碼| 421 M0500    班次|    學分| 2.0    全/半年| 半年    必/選修| 必修    上課時間| 星期六6,7(13:20~15:10)    上課地點| 基醫303    備註|本課程中文授課,使用英文教科書。限本所碩士班,博士班必修。不接受外系所選修。與楊宗霖、江伯倫、高嘉宏、周祖述、楊偉勛、王弘毅、黃凱文、林家齊、蔡丰喬、鄧述諄、詹世鵬、李芳仁、劉雅雯、張智芬、伍安怡、陳沛隆、張典顯合授  限本系所學生(含輔系、雙修生)  總人數上限：60人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=421M&cou_code=421M0500)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|本課程從DNA、RNA到細胞運作之分子與細胞生物醫學基礎理論，以廣泛的方式，深入淺出的教學，奠定學生從事臨床研究的理論基礎。    課程目標| 深入淺出的教學，以廣泛的方式，從DNA、RNA到細胞運作之分子與細胞生物醫學基礎理論，奠定學生從事臨床研究的理論基礎。    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
60223,專題研究,劉宗德,|**課程資訊**        課程名稱| 專題研究  Special Project  |    開課學期| 108-1    授課對象| 電機工程學研究所    授課教師| [劉宗德](teacher.php?op=s2&td=943022)    課號| EE7010    課程識別碼| 921 M1910    班次| 34    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間|    上課地點|    備註| 碩士班必修。限資訊安全碩士班。  限碩士班以上  總人數上限：30人  課程大綱| 目前無該大綱資料！
20200,生物實驗統計方法,林恩仲,"|**課程資訊**        課程名稱| 生物實驗統計方法  Statistical Methods for Biological Experiments  |    開課學期| 108-1    授課對象| 生物資源暨農學院  動物科學技術學研究所    授課教師| [林恩仲](teacher.php?op=s2&td=606037)    課號| AniSci5035    課程識別碼| 626 U0400    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四7,8,9(14:20~17:20)    上課地點| 加工105室    備註| 總人數上限：15人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081AniSci5035_STAT2>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=626M&cou_code=626U0400)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|This course try to integrate statistical method and experimental design forstudents who already have basic training in statistics.    課程目標| This course includes theoretical derivation and practical computing analysisto provide a platform for introducing the statistical methods and experimentaldesigns for biological experiments to the students who have the basic trainingin statistics.    課程要求| 1\. 已修過基礎之統計學課程  2\. 作業按時繳交  3\. 上課發問討論    Office Hours| 另約時間    參考書目| 1\. Bang, H., Zhou, X.K., van Epps, H.L., Mazumdar, M. (Eds.) 2010.Statistical  Methods in Molecular Biology. Published by Springer Science+Business Media.  2\. McDonald, J. H. 2014. Handbook of Biological Statistics. 3rd Edition.  Published by Sparky House Publishing.  3\. Oehlert, G. W. 2010. A First Course in Design and Analysis of Experiments.  Published by Library of Congress Cataloging-in-Publication Data.  4\. Quinn, G. and M. Keough 2002. Experimental Design and Data Analysis for  Biologists. Published by Cambridge University Press.    指定閱讀| Ott, R. L. and M. Longnecker. 2010. An Introduction to Statistical Methodsand Data Analysis. 4th edition. Published by: Duxbury Press.    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | Practice of example data sets  |40%| 以統計軟體練習實際數據分析    2. | Involvement in class  |25%| 課堂討論與準備    3. | Final Report  |35%| 整理課堂講解內容及分析練習結果      **課程進度**        週次|日期|單元主題    ||    第1週| 9/12  | Introduction & Experimental data summarizing and organizing withdistribution of numbers    第2週| 9/19  | Central limit theorem and randomization/independent sampling    第3週| 9/26  | t-test and alternatives    第4週| 10/3  | Correlation coefficient for different situations    第5週| 10/10  | 國定假日    第6週| 10/17  | Linear regression    第7週| 10/24  | Multiple regression    第8週| 10/31  | ANOVA and non-parametric alternative    第9週| 11/7  | Multiple comparison    第10週| 11/14  | Completely Randomized Designs (CRD)    第11週| 11/21  | Analysis of Variance for Block Designs (RCBD & Latin square)    第12週| 11/28  | Non-parametric alternative for blocked design (Friedman’s Test)    第13週| 12/5  | Experimental plan & Effective sample size    第14週| 12/12  | Split-plot, Repeated Measures & Crossover designs    第15週| 12/19  | Split-plot, Repeated Measures & Crossover designs    第16週| 12/26  | ANOVA for some unbalanced designs    第17週| 1/2  | Brief Introduction to Multivariate Analysis"
31204,專題研究,周俊廷,"|**課程資訊**        課程名稱| 專題研究  Special Project  |    開課學期| 108-1    授課對象| 電機工程學系    授課教師| [周俊廷](teacher.php?op=s2&td=942021)    課號| EE4049    課程識別碼| 901 49550    班次| A1    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。  總人數上限：20人  課程大綱| 目前無該大綱資料！"
